fuel_consumption,accelerator_pedal_value,throttle_position_signal,intake_air_pressure,absolute_throttle_position,engine_in_fuel_cut_off,engine_speed,engine_torque_after_correction,torque_of_friction,flywheel_torque_after_torque_interventions,engine_torque,calculated_load_value,flywheel_torque,current_gear,wheel_velocity_front_left_hand,wheel_velocity_rear_right_hand,wheel_velocity_front_right_hand,wheel_velocity_rear_left_hand,clutch_operation_acknowledge,gear_selection,vehicle_speed,acceleration_speed_longitudinal,indication_of_brake_switch_on_off,master_cylinder_pressure,calculated_road_gradient,acceleration_speed_lateral,steering_wheel_speed,steering_wheel_angle,time_s,driver_id,pathorder
409.6,0.0,7.1,48,15.3,0,930,18.8,13.3,13.2,18.8,37.3,13.5,3,13.9,12.9,13.0,13.8,1,5,13,-0.1,2,1.4,2.0,-0.3,0,-7.2,528,E,2
409.6,0.0,7.1,52,15.3,0,865,19.9,12.9,17.2,20.3,41.2,17.7,3,11.9,11.1,11.0,11.8,1,5,11,-0.1,2,2.2,1.0,-0.2,0,-2.8,529,E,2
64.0,0.0,7.5,54,14.9,0,842,21.5,12.9,19.3,21.5,43.9,19.3,3,9.5,8.6,8.7,9.5,1,5,8,0.1,1,1.0,0.0,-0.1,0,-8.3,530,E,2
435.2,0.0,6.6,49,14.5,0,983,20.3,12.9,4.5,20.3,37.3,4.0,3,7.6,6.9,7.0,7.6,1,5,7,-0.3,2,5.0,0.0,-0.1,0,-4.3,531,E,2
371.2,0.0,8.5,60,16.1,0,738,22.3,12.9,21.8,22.7,47.1,22.1,1,3.1,2.3,2.2,3.1,1,5,2,-1.1,2,13.9,-6.5,-0.1,12,6.9,532,E,2
448.0,0.0,7.1,62,14.9,0,752,21.1,13.3,18.9,21.5,50.6,19.1,1,0.4,0.0,0.0,0.3,1,5,0,0.2,2,9.8,0.0,-0.1,0,6.7,533,E,2
358.4,0.0,7.1,60,14.9,0,676,22.3,13.7,19.3,22.3,47.8,19.3,1,0.0,0.0,0.0,0.0,1,5,0,0.4,2,14.5,0.0,-0.1,0,6.9,534,E,2
396.8,0.0,8.0,63,15.3,0,733,25.8,14.1,47.5,25.8,51.0,47.4,1,0.0,0.0,0.0,0.0,1,5,0,0.5,1,4.4,0.0,-0.1,0,6.9,535,E,2
844.8,10.5,12.2,69,18.4,0,1310,37.1,13.3,64.9,37.1,54.5,65.4,1,2.4,1.5,1.7,2.3,1,5,2,1.8,1,1.0,0.0,-0.2,24,-28.9,536,E,2
1446.4,18.0,17.9,80,22.7,0,1761,47.3,12.9,82.2,47.3,66.3,82.2,1,8.1,6.9,7.0,8.0,1,5,7,2.2,1,1.0,11.5,-0.3,52,-29.2,537,E,2
1779.2,17.6,17.9,72,22.7,0,2218,46.5,13.3,68.9,46.5,58.4,68.9,1,13.8,12.6,12.8,13.6,1,5,12,1.8,1,1.1,0.0,-0.1,28,-8.3,538,E,2
1651.2,17.6,16.5,70,22.0,0,2104,43.0,12.9,73.2,43.8,55.3,73.3,2,16.9,15.6,15.9,16.8,1,5,16,1.3,1,1.0,0.0,0.0,16,3.6,539,E,2
1190.4,7.8,10.8,55,18.0,0,1830,31.6,13.3,1.2,31.3,43.5,1.2,2,18.4,17.6,17.7,18.3,1,5,17,0.8,1,1.1,0.0,-0.4,48,-23.4,540,E,2
576.0,7.4,9.4,37,16.5,0,1612,20.7,14.1,39.9,20.7,28.2,39.9,2,17.3,16.1,16.1,17.1,0,5,16,0.0,1,1.1,0.5,-0.4,56,34.6,541,E,2
1075.2,13.3,13.2,59,19.2,0,1827,33.6,13.7,49.0,33.6,44.3,49.0,2,18.4,17.6,17.7,18.3,0,5,18,0.6,1,1.1,1.5,-0.3,12,19.0,542,E,2
1190.4,13.3,14.1,63,20.0,0,2042,34.8,13.7,47.5,34.8,44.7,47.5,2,22.0,21.3,21.3,21.8,0,5,21,0.6,1,1.1,2.5,0.1,4,15.1,543,E,2
1369.6,15.6,15.5,66,21.2,0,2116,35.9,13.3,67.5,37.9,48.2,67.5,2,25.6,24.7,24.9,25.5,1,5,24,0.5,1,1.1,3.0,0.1,12,2.9,544,E,2
1766.4,17.2,18.3,77,23.1,0,2090,48.0,12.9,60.4,48.0,62.0,60.4,3,29.9,28.9,29.1,29.6,1,5,28,0.8,1,1.0,3.5,0.1,0,3.6,545,E,2
1139.2,11.7,12.7,59,19.2,0,2062,30.5,13.3,37.3,31.6,40.4,55.5,3,33.4,32.5,32.6,33.3,1,5,31,0.2,1,1.0,-0.5,0.1,0,2.2,546,E,2
1318.4,13.7,14.6,69,20.8,0,1890,39.5,12.9,59.4,40.6,52.5,59.4,4,35.9,35.0,35.1,35.8,0,5,34,0.3,1,1.1,-2.0,-0.2,0,0.0,547,E,2
1177.6,13.7,13.2,61,19.6,0,1943,34.4,13.3,62.2,34.4,44.3,62.2,4,38.9,37.7,38.0,38.6,0,5,37,0.2,1,1.1,-3.0,-0.1,16,3.4,548,E,2
1561.6,21.9,17.9,77,22.7,0,1982,46.5,12.9,85.4,46.5,60.4,85.8,4,41.5,40.3,40.6,41.3,0,5,39,0.5,1,1.0,-3.5,-0.2,8,-7.8,549,E,2
1920.0,25.0,20.7,85,25.1,0,2022,52.0,12.9,89.6,52.0,69.8,89.6,4,43.9,42.7,42.9,43.5,0,5,42,0.6,1,1.1,-3.0,0.2,12,3.3,550,E,2
1958.4,25.0,21.1,84,25.5,0,2118,52.3,12.5,92.5,52.3,70.2,92.5,4,46.3,45.0,45.3,45.9,0,5,44,0.6,1,1.1,-2.0,0.0,8,-5.7,551,E,2
2022.4,25.0,20.2,80,24.7,0,2219,51.2,10.9,89.6,51.2,66.3,89.6,4,48.5,47.1,47.4,48.0,0,5,46,0.6,1,1.1,-1.0,-0.1,4,0.1,552,E,2
2009.6,23.0,18.8,75,23.9,0,2317,48.4,10.9,83.2,48.0,60.4,83.3,4,50.6,49.4,49.8,50.3,0,5,48,0.5,1,1.1,-0.5,-0.2,0,0.3,553,E,2
1651.2,15.2,15.0,61,21.2,0,2378,38.3,11.3,38.3,38.3,47.8,46.2,4,52.3,51.3,51.6,51.9,0,5,50,0.3,1,1.1,0.0,-0.2,0,0.2,554,E,2
1190.4,14.1,14.1,64,20.0,0,1951,33.6,10.9,60.6,34.8,44.7,60.6,5,53.0,52.0,52.0,52.6,0,5,50,0.1,1,1.1,1.0,-0.2,0,0.1,555,E,2
1331.2,17.6,15.0,71,20.8,0,1810,42.2,10.9,74.3,42.2,56.5,74.3,5,53.6,52.1,52.2,53.3,0,5,51,0.2,1,1.0,1.0,-0.4,0,-3.9,556,E,2
1574.4,24.6,19.3,81,23.5,0,1803,48.4,10.2,98.1,48.4,67.8,99.0,5,54.6,53.4,54.0,54.3,0,5,52,0.3,1,1.1,1.0,-0.5,0,-0.6,557,E,2
1996.8,28.9,26.8,94,29.0,0,1843,57.0,10.2,119.0,57.0,82.7,119.0,5,56.0,54.7,55.0,55.6,0,5,53,0.4,1,1.1,1.0,-0.4,0,-2.6,558,E,2
2432.0,31.6,66.2,100,56.5,0,1906,66.0,10.2,128.0,65.6,91.8,128.0,5,58.0,56.8,57.0,57.6,1,5,55,0.5,1,1.1,1.5,-0.4,0,-0.7,559,E,2
3328.0,37.5,99.6,100,82.7,0,2534,68.0,10.5,139.6,69.5,93.3,141.0,5,59.8,58.4,58.7,59.4,1,5,57,0.5,1,1.1,1.5,-0.4,0,0.0,560,E,2
4236.8,32.4,75.6,99,67.1,0,3143,68.8,11.7,123.3,68.8,85.9,123.0,4,62.5,61.2,61.5,62.0,0,5,60,1.0,1,1.1,2.0,-0.3,0,-1.7,561,E,2
3558.4,29.3,30.5,90,32.5,0,3027,57.8,10.9,82.5,61.7,77.3,119.0,4,64.4,62.9,63.7,63.9,0,5,61,0.6,1,1.1,2.0,-0.4,0,0.5,562,E,2
3136.0,32.8,68.6,99,57.3,0,2370,65.2,9.4,132.9,66.4,92.9,133.4,5,64.5,63.5,64.0,64.0,0,5,61,0.6,1,1.1,2.0,-0.3,0,-1.2,563,E,2
2905.6,35.5,100.0,101,83.9,0,2207,66.4,9.0,130.6,66.4,91.0,130.2,5,64.9,63.9,64.0,64.4,0,5,62,0.6,1,1.1,2.5,-0.4,0,-0.9,564,E,2
2790.4,37.9,100.0,101,83.9,0,2142,65.6,9.4,126.0,65.6,89.8,126.0,5,65.0,64.0,64.1,64.5,0,5,62,0.6,1,1.1,3.0,-0.3,0,0.4,565,E,2
3072.0,38.3,100.0,100,83.9,0,2315,68.4,12.1,129.3,68.4,94.9,129.3,5,65.3,64.1,64.1,64.8,1,5,62,0.6,1,1.1,4.0,-0.2,0,0.4,566,E,2
3328.0,36.3,98.1,100,83.5,0,2533,69.1,12.9,126.3,69.1,96.5,126.3,5,65.5,64.1,64.1,65.0,1,5,62,0.6,1,1.1,5.0,-0.3,0,-1.3,567,E,2
3008.0,22.3,28.2,90,35.3,0,2498,58.2,12.5,98.2,58.2,82.0,98.2,5,65.6,64.1,64.1,65.1,1,5,63,0.5,1,1.1,5.5,-0.4,0,-1.1,568,E,2
204.8,23.0,24.9,88,28.6,0,2427,55.5,11.7,100.5,55.5,79.2,99.6,5,65.3,64.1,64.1,64.9,1,5,62,0.4,1,1.1,6.5,1.1,20,16.1,569,E,2
1843.2,13.3,15.0,66,22.7,0,2325,41.4,12.5,7.5,41.0,56.1,7.0,5,64.4,64.0,64.1,63.9,1,5,62,0.2,1,1.1,6.0,2.2,16,33.5,570,E,2
435.2,0.0,6.1,24,14.1,1,1867,6.6,13.7,-32.0,6.6,16.1,-32.0,5,61.6,61.6,61.7,61.3,1,5,60,-0.4,2,2.0,6.0,2.9,8,20.2,571,E,2
102.4,0.0,5.7,26,14.1,0,1386,0.0,12.9,-15.9,0.0,16.9,-16.0,5,58.3,57.4,57.5,57.9,1,5,56,-0.5,1,1.5,6.0,0.3,28,-12.9,572,E,2
294.4,0.0,6.1,24,13.7,0,1440,6.6,12.9,-16.3,6.6,14.1,-16.4,5,55.8,53.9,54.2,55.4,1,5,53,-0.5,1,1.0,6.0,-1.7,12,-17.9,573,E,2
281.6,0.0,5.2,23,13.7,0,1406,5.5,12.9,-16.5,5.5,13.7,-16.6,5,53.4,51.3,51.5,53.1,1,5,50,-0.5,1,1.0,5.5,-2.1,8,-28.8,574,E,2
345.6,5.1,7.1,26,14.5,0,1482,12.5,12.9,19.0,12.9,17.3,19.0,5,51.4,49.8,49.9,51.1,1,5,48,-0.4,1,1.0,4.5,-1.4,16,-9.0,575,E,2
1484.8,23.4,17.9,66,21.6,0,1961,42.2,11.3,97.3,42.2,51.8,97.1,5,50.8,49.8,50.0,50.4,1,5,48,0.2,1,1.0,3.0,0.1,12,4.4,576,E,2
2393.6,25.8,26.3,90,28.6,0,2228,56.3,10.9,108.9,56.3,78.0,108.9,5,52.3,51.1,51.4,51.9,1,5,50,0.6,1,1.1,2.0,0.5,0,7.9,577,E,2
2713.6,27.3,29.1,93,31.0,0,2304,60.9,11.3,120.0,60.9,85.1,120.3,5,54.3,53.2,53.5,53.9,1,5,52,0.6,1,1.1,1.0,0.5,0,6.9,578,E,2
3148.8,34.8,84.1,99,64.3,0,2408,67.6,11.7,133.9,67.6,93.7,132.6,5,56.5,55.4,55.6,56.0,1,5,54,0.7,1,1.1,1.5,0.3,0,1.9,579,E,2
3878.4,36.3,91.6,100,80.4,0,2925,69.5,12.5,128.3,70.7,93.3,128.3,4,58.9,57.3,57.9,58.4,1,5,56,0.8,1,1.1,2.0,-0.1,4,-1.3,580,E,2
3942.4,29.7,48.8,96,49.4,0,3068,66.4,12.9,115.3,66.4,83.9,115.3,4,62.4,61.0,61.2,61.8,0,5,59,1.0,1,1.1,2.0,-0.1,0,-1.2,581,E,2
3251.2,28.1,29.6,91,31.8,0,2746,56.3,12.1,112.2,60.5,79.6,112.2,5,64.9,63.6,63.8,64.4,0,5,62,0.5,1,1.1,2.0,-0.2,0,-1.6,582,E,2
3084.8,31.6,69.0,98,54.1,0,2377,66.8,11.7,132.1,66.8,91.8,132.1,5,66.8,65.3,65.8,66.3,0,5,64,0.6,1,1.1,1.5,-0.2,0,-1.7,583,E,2
3020.8,33.6,100.0,100,83.5,0,2299,69.1,11.7,131.8,69.1,94.5,131.8,5,68.8,67.5,67.7,68.3,0,5,65,0.6,1,1.1,1.0,-0.2,0,-2.1,584,E,2
3084.8,34.0,100.0,100,83.9,0,2323,69.1,11.7,130.2,69.1,94.5,130.6,5,70.9,69.3,69.7,70.3,0,5,67,0.6,1,1.1,1.5,-0.2,0,-2.5,585,E,2
3148.8,33.2,100.0,100,83.9,0,2388,68.4,11.7,128.1,68.4,94.5,128.1,5,72.8,71.1,71.7,72.1,0,5,69,0.5,1,1.1,1.5,0.0,0,1.5,586,E,2
3276.8,32.0,93.0,100,82.0,0,2448,67.6,11.7,129.3,67.6,94.1,128.0,5,74.6,73.0,73.6,74.0,0,5,71,0.5,1,1.1,1.0,0.1,0,0.4,587,E,2
3200.0,28.1,40.9,96,42.7,0,2504,64.8,11.7,111.2,64.8,89.8,111.3,5,76.3,74.8,75.3,75.6,0,5,73,0.5,1,1.1,1.0,0.0,0,0.6,588,E,2
3033.6,26.6,29.1,92,31.8,0,2564,59.8,11.7,105.5,59.8,83.1,105.5,5,78.0,76.6,77.1,77.5,0,5,74,0.5,1,1.1,1.0,0.1,0,0.8,589,E,2
3110.4,30.1,30.1,91,31.8,0,2623,60.5,12.1,115.9,60.5,82.7,115.9,5,79.8,78.3,78.8,79.1,0,5,76,0.5,1,1.1,0.0,0.2,0,2.2,590,E,2
2547.2,17.2,21.1,74,27.5,0,2658,46.9,12.5,9.5,46.5,64.7,9.5,5,81.1,80.0,80.1,80.6,0,5,77,0.2,1,1.1,0.0,0.0,4,0.1,591,E,2
806.4,10.9,10.8,35,17.3,0,2312,21.9,13.3,41.4,21.9,25.9,41.4,6,80.5,79.3,80.0,80.0,0,5,77,-0.2,1,1.1,0.0,0.2,0,2.9,592,E,2
1049.6,9.8,11.8,57,18.8,0,2080,30.1,12.1,19.4,30.1,39.6,19.4,6,79.9,78.2,78.4,79.4,0,5,76,-0.1,1,1.1,0.0,0.0,0,-0.7,593,E,2
1228.8,18.0,15.0,57,19.6,0,2105,35.9,12.1,86.4,35.9,42.7,86.6,6,79.4,78.0,78.1,78.8,0,5,76,-0.1,1,1.1,0.0,-0.2,0,-1.8,594,E,2
1881.6,23.4,20.7,84,24.7,0,2068,52.3,10.9,96.8,52.3,69.4,96.8,6,79.6,78.1,78.1,79.0,0,5,76,0.1,1,1.1,0.0,-0.2,0,-2.4,595,E,2
2035.2,24.6,22.1,88,25.9,0,2045,54.3,10.9,101.1,54.3,73.3,101.1,6,80.1,78.3,79.0,79.6,0,5,76,0.1,1,1.1,0.0,-0.3,0,-1.0,596,E,2
2252.8,28.5,39.5,94,33.3,0,2063,58.6,10.9,124.3,58.6,80.4,124.3,6,80.9,79.6,80.0,80.3,0,5,77,0.2,1,1.1,0.0,-0.3,0,-6.1,597,E,2
2649.6,30.5,98.6,100,80.8,0,2082,65.2,10.9,125.3,65.2,89.0,125.3,6,81.9,80.1,80.6,81.4,0,5,78,0.3,1,1.1,0.5,-0.6,4,-2.5,598,E,2
2688.0,31.2,100.0,100,84.3,0,2114,65.6,10.9,126.0,65.6,89.4,126.0,6,83.1,81.8,82.1,82.5,0,5,79,0.3,1,1.1,0.5,-0.4,0,-3.4,599,E,2
2777.6,32.0,100.0,100,83.9,0,2144,66.0,10.9,126.6,66.0,89.8,126.6,6,84.4,82.6,83.2,83.6,0,5,80,0.3,1,1.1,0.5,-0.4,0,-2.5,600,E,2
358.4,35.5,100.0,100,83.9,0,2494,69.9,11.3,136.3,69.9,92.5,135.9,6,85.9,84.1,84.7,85.3,1,5,82,0.3,1,1.1,0.0,-0.9,4,-4.7,601,E,2
3366.4,34.4,100.0,100,83.9,0,2582,69.5,11.7,133.6,69.5,96.9,133.6,6,87.3,85.8,86.1,86.5,1,5,83,0.3,1,1.1,0.0,-0.4,0,-1.4,602,E,2
3481.6,32.0,100.0,100,83.9,0,2613,68.4,11.7,130.1,68.4,94.1,130.1,6,88.3,86.4,87.3,87.5,1,5,84,0.3,1,1.1,0.5,0.0,0,0.2,603,E,2
3648.0,31.2,100.0,100,83.9,0,2659,68.4,11.7,130.1,68.4,92.9,130.1,6,89.3,88.0,88.1,88.6,1,5,85,0.3,1,1.1,0.5,0.0,0,0.1,604,E,2
3660.8,29.3,98.6,100,83.1,0,2670,68.0,11.7,129.7,68.0,92.5,129.7,6,90.4,88.8,89.7,89.6,1,5,86,0.3,1,1.1,0.5,0.0,0,0.0,605,E,2
3584.0,30.1,72.8,99,62.4,0,2632,68.0,11.7,131.4,68.0,92.2,130.9,6,91.5,90.1,90.1,91.0,0,5,87,0.3,1,1.1,1.0,0.1,0,1.4,606,E,2
3225.6,33.6,100.0,100,83.5,0,2421,68.4,10.9,133.7,68.4,94.9,133.7,6,92.5,90.8,91.8,91.8,0,5,88,0.3,1,1.1,1.0,0.1,0,0.0,607,E,2
2112.0,15.6,40.4,70,47.5,0,2363,41.8,11.7,-14.1,41.0,63.9,-15.0,6,93.0,91.9,92.0,92.5,0,5,89,0.0,1,1.1,1.5,0.0,0,0.5,608,E,2
192.0,0.0,9.4,27,16.1,1,2305,2.0,13.3,-31.9,2.0,19.2,-31.9,6,91.5,90.3,90.4,91.0,0,5,87,-0.6,1,1.1,1.5,0.2,0,2.2,609,E,2
0.0,0.0,10.4,38,17.3,1,2269,0.0,13.3,-31.9,0.0,25.9,-31.9,6,89.4,88.2,88.4,88.9,0,5,85,-0.6,1,1.1,1.5,0.6,0,4.4,610,E,2
0.0,0.0,10.4,40,17.3,1,2208,0.0,12.9,-31.4,0.0,27.8,-31.4,6,87.4,86.0,86.5,87.0,0,5,83,-0.5,2,1.1,1.5,0.0,4,-1.7,611,E,2
371.2,0.0,10.8,39,17.6,0,2178,0.0,12.9,57.0,0.0,28.2,57.0,6,85.6,84.2,84.3,85.1,0,5,82,-0.5,1,1.1,1.5,-0.4,0,-2.0,612,E,2
1920.0,19.5,17.9,69,22.7,0,2246,44.9,12.1,88.3,44.9,54.1,88.3,6,85.1,84.0,84.1,84.5,0,5,81,0.0,1,1.1,1.5,-0.1,4,0.9,613,E,2
2060.8,19.5,19.3,79,23.9,0,2198,50.4,11.7,74.7,50.4,64.3,74.6,6,85.5,84.1,84.1,84.9,0,5,82,0.1,1,1.1,1.5,0.0,0,0.4,614,E,2
1638.4,19.1,16.9,70,22.0,0,2183,43.8,12.1,87.5,43.8,54.1,87.5,6,85.6,84.1,84.1,85.0,0,5,82,0.0,1,1.1,1.5,0.1,0,1.5,615,E,2
2265.6,24.6,24.9,88,27.8,0,2194,55.5,11.7,101.9,55.5,74.9,84.8,6,86.0,84.3,85.1,85.4,0,5,82,0.2,1,1.1,1.5,0.2,0,1.7,616,E,2
972.8,0.0,7.5,40,17.3,0,2170,16.0,13.3,-27.5,15.6,31.8,-27.7,6,85.8,84.2,84.8,85.3,0,5,82,-0.3,1,1.1,1.5,0.2,0,1.0,617,E,2
115.2,0.0,8.9,27,15.7,1,2125,0.4,13.7,-32.3,0.4,18.4,-32.3,6,84.0,82.6,82.9,83.5,0,5,80,-0.5,1,1.1,1.5,0.0,0,1.9,618,E,2
0.0,0.0,9.4,39,16.9,0,2074,0.0,12.9,-32.0,0.0,24.3,0.0,6,82.0,80.7,81.0,81.6,0,5,78,-0.5,1,1.1,1.5,0.2,0,0.8,619,E,2
1894.4,25.4,22.1,74,24.3,0,2171,47.3,12.1,108.0,47.7,58.0,108.5,6,81.1,80.0,80.1,80.6,0,5,78,0.0,1,1.1,1.5,0.0,0,0.0,620,E,2
2688.0,24.6,28.2,93,31.0,0,2167,58.6,11.7,103.7,58.6,81.6,103.0,6,82.0,80.2,80.9,81.4,0,5,78,0.3,1,1.1,1.5,-0.2,0,-1.8,621,E,2
2406.4,23.4,25.4,91,29.0,0,2123,56.3,11.7,101.8,56.3,78.8,101.5,6,82.9,81.6,82.0,82.4,0,5,79,0.2,1,1.1,1.5,-0.4,0,-1.1,622,E,2
2188.8,23.4,23.0,88,27.1,0,2124,55.1,11.7,97.5,55.1,74.9,97.5,6,83.5,82.1,82.1,82.9,0,5,80,0.2,1,1.1,0.5,0.2,4,-0.9,623,E,2
2099.2,24.2,22.6,86,26.3,0,2136,54.3,11.7,99.4,54.3,72.9,99.4,6,84.0,82.1,82.4,83.4,0,5,80,0.1,1,1.1,0.5,-0.2,0,-0.9,624,E,2
1139.2,0.8,11.3,44,17.6,0,2147,27.7,12.5,68.3,27.3,34.5,68.3,6,83.8,82.2,82.5,83.3,0,5,80,-0.2,1,1.1,1.0,0.0,0,0.6,625,E,2
2368.0,30.5,39.5,87,32.9,0,2263,58.6,11.3,131.1,58.6,75.3,131.1,6,83.5,82.1,82.1,82.9,1,5,80,0.2,1,1.1,1.5,-0.1,0,-2.4,626,E,2
3315.2,37.9,99.1,100,80.4,0,2580,69.1,11.7,129.0,70.3,96.1,145.1,6,84.3,82.2,83.1,83.6,1,5,80,0.2,1,1.1,1.5,-0.4,0,-4.6,627,E,2
3507.2,22.7,43.7,87,50.6,0,3010,58.2,12.5,52.7,59.0,76.1,55.3,5,85.1,83.6,84.0,84.5,1,5,81,0.3,1,1.1,1.5,-0.6,0,-3.3,628,E,2
1100.8,10.9,10.8,49,18.4,0,2286,25.8,12.5,24.0,25.8,32.9,24.0,6,85.0,83.9,84.0,84.5,0,5,81,-0.2,1,1.1,1.5,-0.3,0,-1.7,629,E,2
883.2,10.9,10.4,40,17.3,0,2193,23.4,12.9,24.5,23.4,29.0,24.5,6,83.9,82.4,82.5,83.4,0,5,80,-0.3,1,1.1,1.5,-0.1,0,-0.6,630,E,2
793.6,10.9,9.9,40,17.3,0,2129,23.0,12.9,22.7,23.0,28.6,22.7,6,82.5,81.2,81.7,82.0,0,5,79,-0.3,1,1.1,1.5,0.0,0,1.5,631,E,2
665.6,5.1,8.0,36,16.1,0,2061,16.4,12.9,-16.2,16.0,23.9,-16.7,6,81.3,80.0,80.1,80.8,0,5,77,-0.3,1,1.1,2.0,0.1,0,0.1,632,E,2
358.4,0.0,6.6,21,14.1,1,1998,2.7,13.7,-32.2,2.7,12.9,-32.2,6,79.4,78.2,78.3,79.0,0,5,76,-0.5,1,1.1,2.0,0.2,0,2.9,633,E,2
217.6,0.8,8.9,31,15.7,0,1970,0.0,12.9,26.7,0.0,20.4,26.6,6,77.5,76.2,76.4,77.1,0,5,74,-0.5,1,1.1,2.0,0.1,0,0.4,634,E,2
1536.0,22.7,17.4,66,21.6,0,2036,42.2,11.7,101.5,42.2,50.6,102.1,6,76.6,75.3,76.0,76.1,0,5,73,0.0,1,1.1,2.0,-0.1,0,0.0,635,E,2
2752.0,31.2,62.5,97,48.2,0,2205,64.8,10.9,127.6,64.8,87.1,129.1,6,77.3,76.0,76.1,76.6,1,5,74,0.3,1,1.1,2.0,0.1,0,-0.8,636,E,2
3302.4,26.6,81.7,98,76.9,0,2467,66.0,11.7,96.2,65.6,92.9,94.9,6,78.4,76.9,77.6,77.8,1,5,75,0.4,1,1.1,1.5,-0.2,0,0.0,637,E,2
1280.0,13.7,12.7,58,19.6,0,2150,32.8,12.1,76.1,32.8,42.0,76.1,6,78.6,77.7,78.0,78.3,0,5,75,-0.1,1,1.1,0.5,0.2,0,4.0,638,E,2
1932.8,19.9,19.7,80,24.7,0,2160,50.4,10.9,82.0,50.4,64.7,81.6,6,78.6,77.7,78.0,78.1,0,5,75,0.2,1,1.1,0.5,0.5,0,7.8,639,E,2
1100.8,11.3,11.8,60,18.4,0,2002,31.6,12.1,32.9,31.6,42.0,32.5,6,78.6,78.0,78.0,78.1,0,5,75,-0.1,1,1.1,0.5,0.9,0,8.3,640,E,2
563.2,0.0,6.6,35,14.9,0,1963,11.7,12.9,-23.6,11.3,21.2,-23.9,6,77.5,76.4,76.8,77.1,0,5,74,-0.3,1,1.1,1.0,0.7,0,11.9,641,E,2
486.4,7.8,8.5,27,15.3,0,1933,13.7,13.3,15.3,13.7,18.0,15.3,6,75.8,74.8,75.2,75.4,0,5,73,-0.4,1,1.1,1.0,1.2,0,11.8,642,E,2
486.4,0.0,7.1,28,14.9,0,1890,10.2,13.3,-25.0,10.2,19.2,-25.1,6,74.4,73.8,74.1,74.0,0,5,72,-0.4,1,1.1,1.0,1.4,4,16.5,643,E,2
140.8,0.0,7.5,24,14.5,1,1840,1.2,13.7,-32.3,0.8,14.9,-32.3,6,72.5,71.8,72.1,72.1,0,5,70,-0.5,1,1.3,1.0,1.3,0,14.2,644,E,2
320.0,3.1,8.0,29,15.3,0,1813,7.4,13.7,9.8,8.2,20.0,9.8,6,71.0,70.2,70.2,70.5,0,5,68,-0.4,1,1.1,1.0,0.9,0,13.3,645,E,2
806.4,7.8,9.4,42,16.9,0,1827,22.3,12.5,-1.8,21.9,29.4,-2.4,6,70.0,69.5,69.9,69.6,0,5,67,-0.2,1,1.1,1.0,0.9,0,13.4,646,E,2
409.6,0.0,6.1,24,14.1,0,1740,7.8,13.3,-25.1,7.8,16.1,-25.4,6,68.9,68.1,68.2,68.5,0,5,66,-0.4,1,1.1,1.0,0.7,0,11.9,647,E,2
384.0,3.1,9.4,26,15.3,0,1732,8.2,13.3,47.3,8.6,17.6,47.3,6,67.5,66.5,66.9,67.1,0,5,65,-0.4,1,1.1,1.0,0.7,0,15.1,648,E,2
1689.6,23.4,20.2,78,23.5,0,1844,48.0,11.3,98.1,48.4,63.1,99.1,6,67.4,66.3,66.6,66.9,0,5,65,0.2,1,1.2,1.0,1.0,0,13.5,649,E,2
1984.0,20.3,24.0,92,28.2,0,1779,55.5,10.9,80.9,55.5,81.6,80.0,6,68.5,67.9,68.0,67.9,0,5,66,0.3,1,1.1,1.0,0.7,0,11.2,650,E,2
1561.6,20.7,17.9,79,22.7,0,1768,47.7,11.7,86.3,47.7,66.7,86.3,6,69.3,68.1,68.1,68.6,0,5,66,0.1,1,1.1,1.0,0.8,0,14.8,651,E,2
1638.4,21.1,19.3,84,23.9,0,1783,49.6,11.7,90.0,49.6,71.0,90.0,6,69.8,68.7,69.3,69.3,0,5,67,0.1,1,1.1,1.0,0.8,0,12.5,652,E,2
1190.4,7.8,11.3,62,19.2,0,1784,32.0,12.1,-10.6,31.6,51.0,-10.9,6,70.1,69.9,70.0,69.6,0,5,67,0.0,1,1.1,1.0,0.7,0,13.3,653,E,2
243.2,0.0,6.6,23,14.1,1,1743,3.5,13.3,-31.8,3.1,15.3,-31.8,6,68.9,68.1,68.3,68.5,0,5,66,-0.5,1,1.1,1.0,0.9,0,15.5,654,E,2
0.0,0.0,7.5,30,15.3,1,1711,0.0,12.9,-30.4,0.0,20.0,-30.4,6,67.3,66.6,66.8,66.9,0,5,65,-0.5,1,1.1,1.0,1.0,0,13.8,655,E,2
12.8,0.0,7.1,34,15.3,0,1662,0.0,12.5,10.7,0.0,22.4,10.7,6,65.8,64.9,65.2,65.4,0,5,63,-0.5,1,1.1,1.0,0.6,0,15.2,656,E,2
819.2,12.1,11.3,42,17.3,0,1730,25.8,12.5,41.3,25.8,31.8,41.3,6,64.5,64.0,64.0,64.1,0,5,62,-0.2,1,1.1,1.0,0.5,4,7.3,657,E,2
1612.8,24.2,20.7,75,23.1,0,1881,46.9,11.3,124.5,46.9,60.0,124.0,6,64.6,64.0,64.1,64.1,1,5,62,0.1,1,1.1,1.0,0.5,4,14.8,658,E,2
3123.2,23.4,30.5,92,32.9,0,2515,59.8,11.3,98.7,60.2,83.9,98.5,5,65.9,65.1,65.3,65.3,1,5,63,0.5,1,1.1,1.0,0.8,4,14.1,659,E,2
